订单号,商品名称,商品一级分类,订单创建时间
80227203855002000002,千禧圣女果） 斤,应季水果,2018-02-27 20:38:55
80227203808025700002,新疆纸皮核桃,应季水果,2018-02-27 20:38:08
80227203808025700002,17.5橙家庭装,应季水果,2018-02-27 20:38:08
80227203804062400005,海南圣女果,应季水果,2018-02-27 20:38:04
80227203804062400005,沙糖桔,应季水果,2018-02-27 20:38:04
80227203656069900008,泰国散装龙眼,应季水果,2018-02-27 20:36:56
80227203649062400001,库尔勒香梨（二级） 斤,应季水果,2018-02-27 20:36:49
80227203548045500003,甜宝草莓,应季水果,2018-02-27 20:35:48
80227203429020300009,河北皇冠梨 河北斤,应季水果,2018-02-27 20:34:29
80227203429020300009,特价,精品水果,2018-02-27 20:34:29
80227203355084500001,广西沙糖桔,应季水果,2018-02-27 20:33:55
80227203316076100006,智利车厘子,精品水果,2018-02-27 20:33:16
80227203316076100006,甜宝草莓,应季水果,2018-02-27 20:33:16
80227203259039800001,广西沙糖桔,应季水果,2018-02-27 20:32:59
80227203222065200003,沙糖桔,应季水果,2018-02-27 20:32:22
80227203211015100007,特价,应季水果,2018-02-27 20:32:11
80227203149000500003,海南圣女果,应季水果,2018-02-27 20:31:49
80227203146053100001,广西国产香蕉,应季水果,2018-02-27 20:31:45
80227203110088000002,河北皇冠梨 河北斤,应季水果,2018-02-27 20:31:10
80227203110088000002,陕西野生猕猴桃（ 精品）,应季水果,2018-02-27 20:31:10
80227203037091100007,白心火龙果小果,应季水果,2018-02-27 20:30:37
80227203037091100007,菠萝蜜,精品水果,2018-02-27 20:30:37
80227203028049700009,比利时啤梨,精品水果,2018-02-27 20:30:28
80227203017019300009,库尔勒香梨（一级）,应季水果,2018-02-27 20:30:17
80227203017019300009,库尔勒香梨（一级）,应季水果,2018-02-27 20:30:17
80227202944068600010,广西国产香蕉,应季水果,2018-02-27 20:29:44
80227202944068600010,高原红苹果,应季水果,2018-02-27 20:29:44
80227202932055900007,广西国产香蕉,应季水果,2018-02-27 20:29:32
80227202914011800009,海南圣女果,应季水果,2018-02-27 20:29:14
80227202914011800009,鲜油桃,应季水果,2018-02-27 20:29:14
80227202850021400008,盒装龙眼,精品水果,2018-02-27 20:28:50
80227202850021400008,白心火龙果小果,应季水果,2018-02-27 20:28:50
80227202850021400008,精品富士,应季水果,2018-02-27 20:28:50
80227202821064400006,甜宝草莓,应季水果,2018-02-27 20:28:21
80227202801027000014,千禧圣女果） 斤,应季水果,2018-02-27 20:28:01
80227202653097500001,泰国散装龙眼,应季水果,2018-02-27 20:26:53
80227202653097500001,甜宝草莓,应季水果,2018-02-27 20:26:53
80227202551086000001,水仙芒果,应季水果,2018-02-27 20:25:51
80227202411054400008,广西沙糖桔,应季水果,2018-02-27 20:24:11
80227202411054400008,广西沙糖桔,应季水果,2018-02-27 20:24:11
80227202101018200009,特价,应季水果,2018-02-27 20:21:01
80227202101018200009,沙糖桔,应季水果,2018-02-27 20:21:01
80227201933021400007,盒装龙眼,精品水果,2018-02-27 20:19:33
80227201650100900002,泰国榴莲肉 盒,精品水果,2018-02-27 20:16:50
80227201612014600004,甜宝草莓,应季水果,2018-02-27 20:16:12
80227201610064600010,干尧榴莲,应季水果,2018-02-27 20:16:10
80227201610064600010,精品白心柚子,应季水果,2018-02-27 20:16:10
80227201452099400005,杨氏橙,精品水果,2018-02-27 20:14:52
80227201416057700005,库尔勒香梨（一级）,应季水果,2018-02-27 20:14:16
80227201416057700005,广西国产香蕉,应季水果,2018-02-27 20:14:16
80227201339101800001,甜宝草莓,应季水果,2018-02-27 20:13:39
80227201336082200006,粑粑柑,精品水果,2018-02-27 20:13:36
80227201336082200006,特价,应季水果,2018-02-27 20:13:36
80227201252024000009,促销香蕉,应季水果,2018-02-27 20:12:52
80227201221088900001,高原红苹果,应季水果,2018-02-27 20:12:21
80227201154030100009,沙糖桔,应季水果,2018-02-27 20:11:54
80227201154030100009,盒装龙眼,精品水果,2018-02-27 20:11:54
80227201017013900002,广西沙糖桔,应季水果,2018-02-27 20:10:17
80227200931019700007,海南白雪蜜瓜,应季水果,2018-02-27 20:09:31
80227200929059900005,甜宝草莓,应季水果,2018-02-27 20:09:29
80227200824039500005,广东皇帝柑,应季水果,2018-02-27 20:08:24
80227200731012700009,菲律宾皇帝香蕉 （斤菲律宾）,应季水果,2018-02-27 20:07:31
80227200731012700009,精品富士苹果（全红）,应季水果,2018-02-27 20:07:31
80227200731012700009,白心火龙果大果,应季水果,2018-02-27 20:07:31
80227200716015100003,促销香蕉,应季水果,2018-02-27 20:07:16
80227200647061000002,广西沙糖桔,应季水果,2018-02-27 20:06:47
80227200524092100002,促销香蕉,应季水果,2018-02-27 20:05:24
80227200514043100006,广西沙糖桔,应季水果,2018-02-27 20:05:14
80227200449055000007,甜宝草莓,应季水果,2018-02-27 20:04:49
80227200335021400003,东北甜瓜 斤,应季水果,2018-02-27 20:03:35
80227200330001600007,广西沙糖桔,应季水果,2018-02-27 20:03:30
80227200246048500008,广东皇帝柑,应季水果,2018-02-27 20:02:46
80227200246048500008,甜宝草莓,应季水果,2018-02-27 20:02:46
80227200245087800003,新疆阿克苏冰糖心苹果,应季水果,2018-02-27 20:02:45
80227200245087800003,广西国产香蕉,应季水果,2018-02-27 20:02:45
80227200119075800011,广西国产香蕉,应季水果,2018-02-27 20:01:19
80227200029080500007,盒装龙眼,精品水果,2018-02-27 20:00:29
80227200023097900009,广西沙糖桔,应季水果,2018-02-27 20:00:23
80227200023097900009,甜宝草莓,应季水果,2018-02-27 20:00:23
80227200019091800011,蜂蜜奇异果,应季水果,2018-02-27 20:00:19
80227195751024200007,进口香蕉（都乐香蕉）,应季水果,2018-02-27 19:57:51
80227195751024200007,比利时啤梨,精品水果,2018-02-27 19:57:51
80227195720025800004,甜宝草莓,应季水果,2018-02-27 19:57:20
80227195717051700002,广西沙糖桔,应季水果,2018-02-27 19:57:17
80227195716043500007,甜宝草莓,应季水果,2018-02-27 19:57:16
80227195558058700003,特价,应季水果,2018-02-27 19:55:58
80227195537003600007,水仙芒果,应季水果,2018-02-27 19:55:37
80227195535009700002,新疆阿克苏苹果（整箱）,应季水果,2018-02-27 19:55:35
80227195535009700002,广西国产香蕉,应季水果,2018-02-27 19:55:35
80227195535009700002,皇冠梨,应季水果,2018-02-27 19:55:35
80227195534094500001,特价苹果,应季水果,2018-02-27 19:55:34
80227195428016600003,特价,应季水果,2018-02-27 19:54:28
80227195309014400001,海南圣女果,应季水果,2018-02-27 19:53:09
80227194801036000003,甜宝草莓,应季水果,2018-02-27 19:48:01
80227194801036000003,海南圣女果,应季水果,2018-02-27 19:48:01
80227194724031600006,盒装龙眼,精品水果,2018-02-27 19:47:24
80227194711066300006,沙糖桔,应季水果,2018-02-27 19:47:11
80227194650071500002,菠萝蜜,精品水果,2018-02-27 19:46:50
80227194539092900005,菲律宾凤梨 斤,应季水果,2018-02-27 19:45:39
80227194537083700001,精品白心柚子,应季水果,2018-02-27 19:45:37
80227194529054600002,广西沙糖桔,应季水果,2018-02-27 19:45:29
80227194527050500003,特价,应季水果,2018-02-27 19:45:27
80227194346050400003,库尔勒香梨（二级） 斤,应季水果,2018-02-27 19:43:46
80227194346050400003,香蕉,应季水果,2018-02-27 19:43:46
80227194106074100009,新疆阿克苏苹果（整箱）,应季水果,2018-02-27 19:41:06
80227194106074100009,套袋草莓,精品水果,2018-02-27 19:41:06
80227193955089000001,每日坚果,精品水果,2018-02-27 19:39:55
80227193811087100003,皇冠梨,应季水果,2018-02-27 19:38:11
80227193809008800005,广西金桔,应季水果,2018-02-27 19:38:09
80227193809008800005,广西国产香蕉,应季水果,2018-02-27 19:38:09
80227193803008900003,广西沙糖桔,应季水果,2018-02-27 19:38:03
80227193803008900003,特价,精品水果,2018-02-27 19:38:03
80227193732093300004,智利牛油果,应季水果,2018-02-27 19:37:32
80227193722004000002,库尔勒香梨（二级） 斤,应季水果,2018-02-27 19:37:22
80227193722004000002,高原红苹果,应季水果,2018-02-27 19:37:22
80227193604024400006,智利车厘子,精品水果,2018-02-27 19:36:04
80227193604024400006,库尔勒香梨（特级TJ）,应季水果,2018-02-27 19:36:04
80227193509050000006,中华红橙,应季水果,2018-02-27 19:35:09
80227193422076800007,广西沙糖桔,应季水果,2018-02-27 19:34:22
80227193344001800005,促销香蕉,应季水果,2018-02-27 19:33:44
80227193344001800005,菠萝蜜,精品水果,2018-02-27 19:33:44
80227193304057800007,广西国产香蕉,应季水果,2018-02-27 19:33:04
80227193114000600003,精品白心柚子,应季水果,2018-02-27 19:31:14
80227193009017000004,香蕉,应季水果,2018-02-27 19:30:09
80227193001060600004,甜宝草莓,应季水果,2018-02-27 19:30:01
80227193001060600004,白心火龙果小果,应季水果,2018-02-27 19:30:01
80227192611008300005,甜宝草莓,应季水果,2018-02-27 19:26:11
80227192539061200006,广西国产香蕉,应季水果,2018-02-27 19:25:39
80227192524025600002,加拿大车厘子,精品水果,2018-02-27 19:25:24
80227192524025600002,澳橙,精品水果,2018-02-27 19:25:24
80227192435076400004,白心火龙果大果,应季水果,2018-02-27 19:24:35
80227192420002200003,广西沙糖桔,应季水果,2018-02-27 19:24:20
80227192413073500004,河北皇冠梨 河北斤,应季水果,2018-02-27 19:24:13
80227192347096800005,套袋草莓,精品水果,2018-02-27 19:23:47
80227192347096800005,凤梨（佳农） 斤,应季水果,2018-02-27 19:23:47
80227192347096800005,皇冠梨,应季水果,2018-02-27 19:23:47
80227192204000300001,韩国梨,应季水果,2018-02-27 19:22:04
80227192041016600006,特价,应季水果,2018-02-27 19:20:41
80227192032042900005,广西沙糖桔,应季水果,2018-02-27 19:20:32
80227191911001100003,秘鲁进口蓝莓,应季水果,2018-02-27 19:19:11
80227191756058000004,智利车厘子,精品水果,2018-02-27 19:17:56
80227191635070300004,广西沙糖桔,应季水果,2018-02-27 19:16:35
80227191611020800009,河北皇冠梨 河北斤,应季水果,2018-02-27 19:16:11
80227191611020800009,广东皇帝柑,应季水果,2018-02-27 19:16:11
80227191611020800009,广西国产香蕉,应季水果,2018-02-27 19:16:11
80227191607092300001,库尔勒香梨（二级） 斤,应季水果,2018-02-27 19:16:07
80227191607092300001,粑粑柑,精品水果,2018-02-27 19:16:07
80227191607092300001,韩国梨,应季水果,2018-02-27 19:16:07
80227191607092300001,广西国产香蕉,应季水果,2018-02-27 19:16:07
80227191557042900007,智利车厘子,精品水果,2018-02-27 19:15:57
80227191557042900007,沙糖桔,应季水果,2018-02-27 19:15:57
80227191541029000005,广西沙糖桔,应季水果,2018-02-27 19:15:41
80227191529088800007,盒装龙眼,精品水果,2018-02-27 19:15:29
80227191529088800007,库尔勒香梨（一级）,应季水果,2018-02-27 19:15:29
80227191455098600003,广西沙糖桔,应季水果,2018-02-27 19:14:55
80227191411000900005,凤梨（佳农） 斤,应季水果,2018-02-27 19:14:11
80227191335000000003,菠萝蜜,精品水果,2018-02-27 19:13:35
80227191224097700006,套袋草莓,精品水果,2018-02-27 19:12:24
80227191224097700006,海南圣女果,应季水果,2018-02-27 19:12:24
80227191206088300003,库尔勒香梨（二级） 斤,应季水果,2018-02-27 19:12:06
80227191206088300003,粑粑柑,精品水果,2018-02-27 19:12:06
80227191125076000001,沙糖桔,应季水果,2018-02-27 19:11:25
80227191125076000001,白心火龙果大果,应季水果,2018-02-27 19:11:25
80227191109079300002,沙糖桔,应季水果,2018-02-27 19:11:09
80227191058012900002,广西国产香蕉,应季水果,2018-02-27 19:10:58
80227191058012900002,西州蜜,应季水果,2018-02-27 19:10:58
80227191058012900002,西州蜜,应季水果,2018-02-27 19:10:58
80227191050087300002,海南白雪蜜瓜,应季水果,2018-02-27 19:10:50
80227191029012900003,海南圣女果,应季水果,2018-02-27 19:10:29
80227190953077500002,广西国产香蕉,应季水果,2018-02-27 19:09:53
80227190932037500003,菠萝蜜,精品水果,2018-02-27 19:09:32
80227190907008900002,套袋草莓,精品水果,2018-02-27 19:09:07
80227190907008900002,中华红橙,应季水果,2018-02-27 19:09:07
80227190845040800004,海南白雪蜜瓜,应季水果,2018-02-27 19:08:45
80227190822092100006,粑粑柑,精品水果,2018-02-27 19:08:22
80227190742040700003,海南白雪蜜瓜,应季水果,2018-02-27 19:07:42
80227190742040700003,菠萝蜜,精品水果,2018-02-27 19:07:42
80227190709014400005,桂圆,应季水果,2018-02-27 19:07:09
80227190639024000003,广西国产香蕉,应季水果,2018-02-27 19:06:39
80227190426000900008,特价,应季水果,2018-02-27 19:04:26
80227190322009000003,广西沙糖桔,应季水果,2018-02-27 19:03:22
80227190317089900009,甜宝草莓,应季水果,2018-02-27 19:03:17
80227190239050600005,特价,应季水果,2018-02-27 19:02:39
80227190100024800004,大箱牛油果,应季水果,2018-02-27 19:01:00
80227190049096700008,白心火龙果小果,应季水果,2018-02-27 19:00:49
80227190049096700008,广西国产香蕉,应季水果,2018-02-27 19:00:49
80227190045064800001,沙糖桔,应季水果,2018-02-27 19:00:45
80227190035083800005,精品白心柚子,应季水果,2018-02-27 19:00:35
80227190021023600005,特价苹果,应季水果,2018-02-27 19:00:21
80227185922097100006,菠萝蜜,精品水果,2018-02-27 18:59:22
80227185918032600003,甜宝草莓,应季水果,2018-02-27 18:59:18
80227185906057800002,沙糖桔,应季水果,2018-02-27 18:59:06
80227185841081900002,进口香蕉（都乐香蕉）,应季水果,2018-02-27 18:58:41
80227185841081900002,沙糖桔,应季水果,2018-02-27 18:58:41
80227185841081900002,精品富士苹果（全红）,应季水果,2018-02-27 18:58:41
80227185836053000005,新疆若羌红枣,应季水果,2018-02-27 18:58:36
80227185801027900002,皇冠梨,应季水果,2018-02-27 18:58:01
80227185730089800003,海南圣女果,应季水果,2018-02-27 18:57:30
80227185730089800003,金帅苹果,应季水果,2018-02-27 18:57:30
80227185722011000004,黑美人西瓜,应季水果,2018-02-27 18:57:22
80227185336061600003,广西沙糖桔,应季水果,2018-02-27 18:53:36
80227185307011300002,高原红苹果,应季水果,2018-02-27 18:53:07
80227185255057400006,鲜油桃,应季水果,2018-02-27 18:52:55
80227185255057400006,白心火龙果大果,应季水果,2018-02-27 18:52:55
80227185213023500006,沙糖桔,应季水果,2018-02-27 18:52:13
80227185213023500006,四川爱媛橙,应季水果,2018-02-27 18:52:13
80227185207051700004,甜宝草莓,应季水果,2018-02-27 18:52:07
80227185049024400008,精品富士苹果（全红）,应季水果,2018-02-27 18:50:49
80227184909063400001,广西沙糖桔,应季水果,2018-02-27 18:49:09
80227184831058000004,广西沙糖桔,应季水果,2018-02-27 18:48:31
80227184831058000004,海南圣女果,应季水果,2018-02-27 18:48:31
80227184831058000004,广西国产香蕉,应季水果,2018-02-27 18:48:31
80227184752089700004,桂圆,应季水果,2018-02-27 18:47:52
80227184752089700004,桂圆,应季水果,2018-02-27 18:47:52
80227184752089700004,精品富士苹果（全红）,应季水果,2018-02-27 18:47:52
80227184707071800003,高原红苹果,应季水果,2018-02-27 18:47:07
80227184603082600006,菠萝蜜,精品水果,2018-02-27 18:46:03
80227184508088400001,广西沙糖桔,应季水果,2018-02-27 18:45:08
80227184508088400001,甜宝草莓,应季水果,2018-02-27 18:45:08
80227184508088400001,广西国产香蕉,应季水果,2018-02-27 18:45:08
80227184438096800005,圣女果,应季水果,2018-02-27 18:44:38
80227184438096800005,韩国梨,应季水果,2018-02-27 18:44:38
80227184414071600003,杨氏橙,精品水果,2018-02-27 18:44:14
80227184404003000005,广西沙糖桔,应季水果,2018-02-27 18:44:04
80227184151098900005,秘鲁进口蓝莓,应季水果,2018-02-27 18:41:51
80227184151098900005,套袋草莓,精品水果,2018-02-27 18:41:51
80227184103016700003,东北寒富苹果,应季水果,2018-02-27 18:41:03
80227184103016700003,广西金桔,应季水果,2018-02-27 18:41:03
80227184103016700003,海南圣女果,应季水果,2018-02-27 18:41:03
80227184103016700003,四川爱媛橙,应季水果,2018-02-27 18:41:03
80227184103014700007,盒装龙眼,精品水果,2018-02-27 18:41:03
80227184041017000001,河北皇冠梨 河北斤,应季水果,2018-02-27 18:40:41
80227183922091400005,红绣球火龙果筐装中果,应季水果,2018-02-27 18:39:22
80227183922091400005,木瓜（小箱）,应季水果,2018-02-27 18:39:22
80227183919011400004,库尔勒香梨（一级）,应季水果,2018-02-27 18:39:19
80227183907016700003,甜宝草莓,应季水果,2018-02-27 18:39:07
80227183907016700003,广西国产香蕉,应季水果,2018-02-27 18:39:07
80227183840080700008,智利车厘子,精品水果,2018-02-27 18:38:40
80227183840080700008,海南圣女果,应季水果,2018-02-27 18:38:40
80227183738010200008,海南圣女果,应季水果,2018-02-27 18:37:38
80227183711080800007,甜宝草莓,应季水果,2018-02-27 18:37:11
80227183711080800007,西州蜜,应季水果,2018-02-27 18:37:11
